1	公司	实施集成	118	应用软件	1	1	全部应用软件必须由一家公司负责实施集成	1
71	数据输入	前提	201	数据处理	88	87	数据的输入是否准确是数据处理的前提	10
72	人事管理者	增删查改	202	人事数据	89	88	本系统为企业人事管理部门设计，因此只有特定的人事管理者才能对人事数据实现增，删，改，查等操作。未获授权人员不能进入系统。	10
72	人事管理者	增删查改	203	基本信息	90	89	人事管理者能够增删查改公司员工的基本信息	10
72	人事管理者	增删查改	204	调动信息	91	90	人事管理者能够增删查改员工的调动信息	10
72	人事管理者	增删查改	205	离职信息	92	91	人事管理者能够增删查改员工的离职信息	10
73	考勤记录者	增删查改	206	考勤记录	93	92	考勤记录者能够增删查改公司员工考勤记录	10
74	人事信息	包括	207	员工基本信息	94	93	人事信息包括四个：员工基本信息管理， 员工调动信息管理， 员工离职信息管理和员工考勤信息管理。	10
74	人事信息	包括	208	员工调动信息	95	93	人事信息包括四个：员工基本信息管理， 员工调动信息管理， 员工离职信息管理和员工考勤信息管理。	10
74	人事信息	包括	209	员工离职信息	96	93	人事信息包括四个：员工基本信息管理， 员工调动信息管理， 员工离职信息管理和员工考勤信息管理。	10
74	人事信息	包括	210	员工考勤信息	97	93	人事信息包括四个：员工基本信息管理， 员工调动信息管理， 员工离职信息管理和员工考勤信息管理。	10
75	设备管理系统	整合	211	信息系统	98	94	设备管理系统整合、利用公司目前现有的信息系统来达到最大的效益、最小的成本。	11
75	设备管理系统	包括	212	设备档案管理	99	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	213	维护规程管理	100	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	214	供应商管理	101	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	215	采购管理	102	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	216	库存管理	103	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	217	监控管理	104	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	218	点检管理	105	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	219	维护管理	106	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
75	设备管理系统	包括	220	预算成本管理	107	95	设备管理系统的业务管理功能包括设备档案管理、 维保规程管理， 供应商管理，备品、备件及辅材的采购管理，库存管理，设备运行状态的监控管理、点检管理、维修管理、以及成本 -收益网络管理	11
76	设备档案管理	增删查改	221	基础信息	108	96	设备管理系统的设备档案管理，提供对这些基础信息的维护、增删查改功能。	11
77	维护规程管理	审核与发布	222	维修计划	109	97	实现维修计划审核及维修计划实施过程的发布功能。	11
78	点检管理	增删查改	223	点检计划	110	98	设备管理系统的点检管理，提供对这些点检计划的维护、增删查改功能。	11
79	监控管理	监视	224	设备运行状态	111	99	监控管理对设备运行状态进行监视， 与点检管理系统结合， 实时发现设备状态异常，	11
79	监控管理	结合	225	点检管理	112	99	监控管理对设备运行状态进行监视， 与点检管理系统结合， 实时发现设备状态异常，	11
80	工程管理	审批	226	工程申请	113	100	工程管理包括工程申请的审批	11
81	库存管理	增删查改	227	备件供应计划	114	101	库存管理提供对这些备件供应计划的维护、增删查改功能。	11
82	采购管理	结合	228	库存管理	115	102	采购管理，和库存管理相结合，提供对采购计划的审核与发布、维护、增删查改功能。	11
82	采购管理	增删查改	229	采购计划	116	102	采购管理，和库存管理相结合，提供对采购计划的审核与发布、维护、增删查改功能。	11
82	采购管理	审核与发布	229	采购计划	117	102	采购管理，和库存管理相结合，提供对采购计划的审核与发布、维护、增删查改功能。	11
83	预算成本管理	形成	230	预算方案	118	103	预算成本管理结合维修规程管理和库存管理子系统， 系统形成未来周期的预算方案。 	11
83	预算成本管理	结合	231	维修规程管理	119	103	预算成本管理结合维修规程管理和库存管理子系统， 系统形成未来周期的预算方案。 	11
83	预算成本管理	结合	232	库存管理	120	103	预算成本管理结合维修规程管理和库存管理子系统， 系统形成未来周期的预算方案。 	11
84	供应商管理	形成	233	供应商档案	121	104	供应商管理通过系统设置的供应商准入 / 评价标准、方法，进行供应商准入、供应商评价形成供应商档案	11
85	系统安全	包括	234	操作系统安全性	122	105	系统安全主要包括操作系统的安全性、网络数据的安全性和应用系统本身的安全性。	11
85	系统安全	包括	235	网络数据安全性	123	105	系统安全主要包括操作系统的安全性、网络数据的安全性和应用系统本身的安全性。	11
85	系统安全	包括	236	本身安全性	124	105	系统安全主要包括操作系统的安全性、网络数据的安全性和应用系统本身的安全性。	11
86	系统功能	形成	237	角色	125	106	系统的功能进行组合形成角色，具有此角色的用户才有权使用角色所具有的功能	11
87	系统管理人员	赋予	238	权限	126	107	系统管理人员对用户制定一定的功能权限	11
88	文档	形成	239	系统整体面貌	127	108	文档的重点在于形成系统整体面貌及本案例系统需求。	12
88	文档	形成	240	系统需求	128	108	文档的重点在于形成系统整体面貌及本案例系统需求。	12
88	文档	提供	241	基础	129	109	文档为后续系统设计、软件（系统）测试、用户文档等工作提供基础与约束。	12
88	文档	提供	242	约束	130	109	文档为后续系统设计、软件（系统）测试、用户文档等工作提供基础与约束。	12
89	系统	是	243	解决方案	131	110	家校通系统是面向学生推出的一项学校增值服务解决方案	12
89	系统	提供	244	联系渠道	132	111	本系统提供一个经济、快捷、有效的家庭与学校、老师的联系渠道	12
90	学生	查询	245	成绩信息	133	112	学生可以进行学生成绩查询及个人信息的增删查改	12
90	学生	增删查改	246	个人信息	134	112	学生可以进行学生成绩查询及个人信息的增删查改	12
91	任课教师	增删查改	246	个人信息	135	113	任课教师信息管理及其对学生成绩的管理、	12
91	任课教师	管理	247	学生成绩信息	136	113	任课教师信息管理及其对学生成绩的管理、	12
92	家长	增删查改	246	个人信息	137	114	家长对个人信息的增删查改和查看子女的个人信息及在校表现（成绩）	12
92	家长	查询 	248	子女个人信息	138	114	家长对个人信息的增删查改和查看子女的个人信息及在校表现（成绩）	12
92	家长	查询	249	子女成绩信息	139	114	家长对个人信息的增删查改和查看子女的个人信息及在校表现（成绩）	12
93	管理员老师	增删查改	250	任课教师信息	140	115	管理员老师可以实现对任课教师信息、学生信息、家长信息的增删查改	12
93	管理员老师	增删查改	251	学生信息	141	115	管理员老师可以实现对任课教师信息、学生信息、家长信息的增删查改	12
93	管理员老师	增删查改	252	家长信息	142	115	管理员老师可以实现对任课教师信息、学生信息、家长信息的增删查改	12
94	物流指南系统	提供	253	完整功能和性能	143	116	阐述物流指南系统必须提供的完整功能和性能以及它所要考虑的限制条件，物流指南系统可能完整地包括系统预期的外部行为和用户可视化行为	13
94	物流指南系统	包括	254	外部行为和用户可视化行为	144	116	阐述物流指南系统必须提供的完整功能和性能以及它所要考虑的限制条件，物流指南系统可能完整地包括系统预期的外部行为和用户可视化行为	13
95	物流指南系统需求文档	包括	255	产品介绍	145	117	物流指南系统需求文档内容包括：产品介绍，产品的功能性需求。预期的读者是 公司高层；项目负责人；项目经理；需求人员；	13
95	物流指南系统需求文档	包括	256	产品的功能性需求	146	117	物流指南系统需求文档内容包括：产品介绍，产品的功能性需求。预期的读者是 公司高层；项目负责人；项目经理；需求人员；	13
96	预期的读者	是	257	公司高层	147	117	物流指南系统需求文档内容包括：产品介绍，产品的功能性需求。预期的读者是 公司高层；项目负责人；项目经理；需求人员；	13
96	预期的读者	是	258	项目负责人	148	117	物流指南系统需求文档内容包括：产品介绍，产品的功能性需求。预期的读者是 公司高层；项目负责人；项目经理；需求人员；	13
96	预期的读者	是	259	项目经理	149	117	物流指南系统需求文档内容包括：产品介绍，产品的功能性需求。预期的读者是 公司高层；项目负责人；项目经理；需求人员；	13
97	找货模块功能	支持	260	条件搜索	150	118	找货模块功能支持，条件搜索：包括选择出发地、目的地、时间；提供：选择卸货城市，选择重量、体积；提供条件搜索时可模糊搜索，是选择任意筛选条件也可查找货源信息。	13
97	找货模块功能	提供	261	卸货城市选择	151	118	找货模块功能支持，条件搜索：包括选择出发地、目的地、时间；提供：选择卸货城市，选择重量、体积；提供条件搜索时可模糊搜索，是选择任意筛选条件也可查找货源信息。	13
97	找货模块功能	提供	262	重量体积的选择	152	118	找货模块功能支持，条件搜索：包括选择出发地、目的地、时间；提供：选择卸货城市，选择重量、体积；提供条件搜索时可模糊搜索，是选择任意筛选条件也可查找货源信息。	13
98	条件搜索	包括	263	选择出发地目的地时间	153	118	找货模块功能支持，条件搜索：包括选择出发地、目的地、时间；提供：选择卸货城市，选择重量、体积；提供条件搜索时可模糊搜索，是选择任意筛选条件也可查找货源信息。	13
98	条件搜索	支持	264	模糊搜索	154	118	找货模块功能支持，条件搜索：包括选择出发地、目的地、时间；提供：选择卸货城市，选择重量、体积；提供条件搜索时可模糊搜索，是选择任意筛选条件也可查找货源信息。	13
99	发布车源功能	录入与维护	265	出发地	155	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布车源功能	录入与维护	266	目的地	156	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布车源功能	录入与维护	267	途径城市	157	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布车源功能	录入与维护	268	车辆信息	158	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布车源功能	录入与维护	269	期望运费	159	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布车源功能	支持	270	发布车源信息	160	119	发布车源功能录入与维护出发地、目的地、途径城市、车辆信息（车牌号码）、期望运费后，支持发布车源信息。	13
99	发布货源功能	包括	271	选择装货卸货地点	161	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
99	发布货源功能	录入与查询	272	货物名称	162	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
99	发布货源功能	管理	273	货物规格	163	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
99	发布货源功能	管理	274	所需车型	164	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
99	发布货源功能	管理	275	付款方式	165	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
99	发布货源功能	录入与查询	276	收货方信息	166	120	发布货源功能包括选择装货地点、卸货地点；沿途卸货城市；录入与查询货物名称；管理货物规格；管理所需车型（选填项）；管理付款方式；录入与查询收货方信息。	13
100	收货管理功能	包括	277	运单管理	167	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
100	收货管理功能	包括	278	评价管理	168	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
100	收货管理功能	包括	279	售后服务	169	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
101	运单管理	增删改查	280	运单	170	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
102	评价管理	支持	281	对物流进行评价	171	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
103	售后服务	支持	282	退换维权	172	121	收货管理功能是为收货方设计的，收货管理功能包括：运单管理：收货人增删改查运单；评价管理：支持收货人对该次对物流进行评价；售后服务：支持运单的退换维权。	13
103	用户中心功能	管理	283	基本资料	173	122	用户中心功能对基本资料，订单，我的钱包进行管理。	13
103	用户中心功能	管理	284	订单	174	122	用户中心功能对基本资料，订单，我的钱包进行管理。	13
103	用户中心功能	管理	285	我的钱包	175	122	用户中心功能对基本资料，订单，我的钱包进行管理。	13
104	基本资料管理	增删改查	286	账户信息	176	123	基本资料管理账户信息的增删改查。	13
105	订单管理	增删改查	287	订单	177	124	订单管理订单的增删改查	13
106	钱包管理	包括	288	账户余额	178	125	钱包管理显示账户余额，提现，资金账单，绑定银行卡，设置支付密码。	13
106	钱包管理	包括	289	提现	179	125	钱包管理显示账户余额，提现，资金账单，绑定银行卡，设置支付密码。	13
106	钱包管理	包括	290	资金账单	180	125	钱包管理显示账户余额，提现，资金账单，绑定银行卡，设置支付密码。	13
106	钱包管理	包括	291	银行卡	181	125	钱包管理显示账户余额，提现，资金账单，绑定银行卡，设置支付密码。	13
107	货主认证功能	包括	292	姓名认证	182	126	货主认证功能包括：姓名认证：录入与查询名字；身份证认证：录入与查询身份证号，录入与查询身份证正反面照；营业执照认证：录入与查询营业执照	13
107	货主认证功能	包括	293	身份证认证	183	126	货主认证功能包括：姓名认证：录入与查询名字；身份证认证：录入与查询身份证号，录入与查询身份证正反面照；营业执照认证：录入与查询营业执照	13
107	货主认证功能	包括	294	营业执照认证	184	126	货主认证功能包括：姓名认证：录入与查询名字；身份证认证：录入与查询身份证号，录入与查询身份证正反面照；营业执照认证：录入与查询营业执照	13
108	物流企业认证功能	包括	295	认证公司名称	185	127	物流企业认证功能包括认证公司名称：填写公司名称认证营业执照照片，法人身份证照片。	13
108	物流企业认证功能	包括	296	认证营业执照照片	186	127	物流企业认证功能包括认证公司名称：填写公司名称认证营业执照照片，法人身份证照片。	13
108	物流企业认证功能	包括	297	认证法人身份证照片	187	127	物流企业认证功能包括认证公司名称：填写公司名称认证营业执照照片，法人身份证照片。	13
109	区域卫生信息平台基本功能要求	制定	298	标准规范	188	128	区域卫生信息平台基本功能要求通过统一规划和制定数据交换与共享的标准规范；制定基础数据库的结构；构建数据采集与交换平台，实现各业务部门数据资源的互通互联；管理信息的流转速度；组织数据资源，提高整个医疗卫生行业业务处理的效率和质量；支持服务社会、服务市民、服务管理和佛山市卫生信息化建设的自身需要。	14
109	区域卫生信息平台基本功能要求	构建	299	数据采集与交换平台	189	128	区域卫生信息平台基本功能要求通过统一规划和制定数据交换与共享的标准规范；制定基础数据库的结构；构建数据采集与交换平台，实现各业务部门数据资源的互通互联；管理信息的流转速度；组织数据资源，提高整个医疗卫生行业业务处理的效率和质量；支持服务社会、服务市民、服务管理和佛山市卫生信息化建设的自身需要。	14
109	区域卫生信息平台基本功能要求	管理	300	信息的流转速度	190	128	区域卫生信息平台基本功能要求通过统一规划和制定数据交换与共享的标准规范；制定基础数据库的结构；构建数据采集与交换平台，实现各业务部门数据资源的互通互联；管理信息的流转速度；组织数据资源，提高整个医疗卫生行业业务处理的效率和质量；支持服务社会、服务市民、服务管理和佛山市卫生信息化建设的自身需要。	14
109	区域卫生信息平台基本功能要求	组织	301	数据资源	191	128	区域卫生信息平台基本功能要求通过统一规划和制定数据交换与共享的标准规范；制定基础数据库的结构；构建数据采集与交换平台，实现各业务部门数据资源的互通互联；管理信息的流转速度；组织数据资源，提高整个医疗卫生行业业务处理的效率和质量；支持服务社会、服务市民、服务管理和佛山市卫生信息化建设的自身需要。	14
109	区域卫生信息平台基本功能要求	支持	302	信息化建设	192	128	区域卫生信息平台基本功能要求通过统一规划和制定数据交换与共享的标准规范；制定基础数据库的结构；构建数据采集与交换平台，实现各业务部门数据资源的互通互联；管理信息的流转速度；组织数据资源，提高整个医疗卫生行业业务处理的效率和质量；支持服务社会、服务市民、服务管理和佛山市卫生信息化建设的自身需要。	14
110	区域卫生信息平台功能要求	构建	303	区域卫生信息平台	193	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
110	区域卫生信息平台功能要求	提供	304	信息的共享	194	129	区域卫生信息平台功能要求构建区域卫生信息平台；通过对区域内各医疗卫生机构信息资源的组织，提供各医疗卫生机构间横向、纵向的信息的共享；构建起一个全市的居民健康信息管理系统；支持区域内医疗卫生资源的共享，包括医疗卫生服务“健康卡”、“绩效卡”和区域内的协同医疗、检验检查结果的互认互通、居民健康服务等，让信息真正地服务于民	14
